BWSID,MatchID,PlayerID,PlayerName,MatchName,HomeTeam,AwayTeam,CurrentInnings,InningsID,Overs,Maidens,Conceded,Wickets,EconomyRate,Dots,FoursConceded,SixesConceded,Wides,Noballs
BWS0001,M001,TP0097,Umesh Yadav,CSK v KKR,CSK,KKR,KKR,1,4,0,20,2,5,15,1,1,2,1
BWS0002,M001,TP0093,Shivam Mavi,CSK v KKR,CSK,KKR,KKR,1,4,0,35,0,8.75,12,3,2,1,1
BWS0003,M001,TP0098,Varun Chakravarty,CSK v KKR,CSK,KKR,KKR,1,4,0,23,1,5.75,11,1,1,1,0
BWS0004,M001,TP0095,Sunil Narine,CSK v KKR,CSK,KKR,KKR,1,4,0,15,0,3.75,10,0,0,0,0
BWS0005,M001,TP0079,Andre Russell,CSK v KKR,CSK,KKR,KKR,1,4,0,38,1,9.5,7,5,1,0,0
BWS0006,M001,TP0024,Tushar Deshpande,CSK v KKR,CSK,KKR,CSK,2,3,0,23,0,7.66,9,4,0,0,0
BWS0007,M001,TP0001,Adam Milne,CSK v KKR,CSK,KKR,CSK,2,2.3,0,19,0,7.6,9,2,1,0,0
BWS0008,M001,TP0012,Mitchell Santner,CSK v KKR,CSK,KKR,CSK,2,4,0,31,1,7.75,5,1,1,0,0
BWS0009,M001,TP0008,Dwayne Bravo,CSK v KKR,CSK,KKR,CSK,2,4,0,20,3,5,11,2,0,0,0
BWS0010,M001,TP0021,Shivam Dube,CSK v KKR,CSK,KKR,CSK,2,1,0,11,0,11,1,2,0,0,0
BWS0011,M001,TP0018,Ravindra Jadeja,CSK v KKR,CSK,KKR,CSK,2,4,0,25,0,6.25,8,1,1,0,0
BWS0012,M002,TP0044,Shardul Thakur,DC v MI,DC,MI,DC,1,4,0,47,0,11.75,8,3,4,1,0
BWS0013,M002,TP0031,Khaleel Ahmed,DC v MI,DC,MI,DC,1,4,0,27,2,6.75,13,5,0,0,0
BWS0014,M002,TP0241,Axar Patel,DC v MI,DC,MI,DC,1,4,0,40,0,10,3,4,1,0,0
BWS0015,M002,TP0030,Kamlesh Nagarkoti,DC v MI,DC,MI,DC,1,2,0,29,0,14.5,4,5,1,1,0
BWS0016,M002,TP0032,Kuldeep Yadav,DC v MI,DC,MI,DC,1,4,0,18,3,4.5,8,0,0,0,0
BWS0017,M002,TP0033,Lalit Yadav,DC v MI,DC,MI,DC,1,2,0,15,0,7.5,2,1,0,0,0
BWS0018,M002,TP0124,Daniel Sams,DC v MI,DC,MI,MI,2,4,0,57,0,14.25,4,6,3,2,0
BWS0019,M002,TP0129,Jasprit Bumrah,DC v MI,DC,MI,MI,2,3.2,0,43,0,12.9,4,7,1,0,0
BWS0020,M002,TP0123,Basil Thampi,DC v MI,DC,MI,MI,2,4,0,35,3,8.75,11,2,2,3,0
BWS0021,M002,TP0135,Murugan Ashwin,DC v MI,DC,MI,MI,2,4,0,14,2,3.5,14,1,0,0,0
BWS0022,M002,TP0145,Tymal Mills,DC v MI,DC,MI,MI,2,3,0,26,1,8.66,6,2,1,2,0
BWS0023,M003,TP0166,Sandeep Sharma,PK v RCB,PK,RCB,PK,1,4,0,37,0,9.25,10,4,2,0,0
BWS0024,M003,TP0147,Arshdeep Singh,PK v RCB,PK,RCB,PK,1,4,0,31,1,7.75,11,0,2,3,0
BWS0025,M003,TP0160,Odean Smith,PK v RCB,PK,RCB,PK,1,4,0,52,0,13,9,5,4,1,0
BWS0026,M003,TP0163,Rahul Chahar,PK v RCB,PK,RCB,PK,1,4,0,22,1,5.5,8,0,0,1,0
BWS0027,M003,TP0152,Harpreet Brar,PK v RCB,PK,RCB,PK,1,3,0,38,0,12.66,5,0,4,1,0
BWS0028,M003,TP0157,Liam Livingstone,PK v RCB,PK,RCB,PK,1,1,0,14,0,14,1,0,1,1,0
BWS0029,M003,TP0200,David Willey,PK v RCB,PK,RCB,RCB,2,3,0,28,0,9.33,5,3,1,0,0
BWS0030,M003,TP0211,Mohammed Siraj,PK v RCB,PK,RCB,RCB,2,4,0,59,2,14.75,9,3,4,6,0
BWS0031,M003,TP0212,Shahbaz Ahamad,PK v RCB,PK,RCB,RCB,2,1,0,6,0,6,3,1,0,0,0
BWS0032,M003,TP0196,Akash Deep,PK v RCB,PK,RCB,RCB,2,3,0,38,1,12.66,4,2,3,0,0
BWS0033,M003,TP0217,Wanindu Hasaranga,PK v RCB,PK,RCB,RCB,2,4,0,40,1,10,10,1,4,1,0
BWS0034,M003,TP0205,Harshal Patel,PK v RCB,PK,RCB,RCB,2,4,0,36,1,9,10,1,2,5,0
BWS0035,M004,TP0062,Dushmanta Chameera,GT v LSG,GT,LSG,GT,1,4,0,25,3,6.25,13,4,0,0,0
BWS0036,M004,TP0070,Varun Aaron,GT v LSG,GT,LSG,GT,1,4,0,45,2,11.25,5,6,1,3,0
BWS0037,M004,TP0060,Lockie Ferguson,GT v LSG,GT,LSG,GT,1,4,0,24,0,6,11,1,1,1,0
BWS0038,M004,TP0056,Hardik Pandya,GT v LSG,GT,LSG,GT,1,4,0,37,0,9.25,10,6,1,0,0
BWS0039,M004,TP0067,Rashid Khan,GT v LSG,GT,LSG,GT,1,4,0,27,1,6.75,8,0,2,0,0
BWS0040,M004,TP0105,Dushmanta Chameera,GT v LSG,GT,LSG,LSG,2,3,0,22,2,7.33,11,4,0,1,0
BWS0041,M004,TP0102,Avesh Khan,GT v LSG,GT,LSG,LSG,2,3.4,0,33,1,9,10,5,1,0,0
BWS0042,M004,TP0117,Mohsin Khan,GT v LSG,GT,LSG,LSG,2,2,0,18,0,9,4,3,0,0,0
BWS0043,M004,TP0115,Mark Wood,GT v LSG,GT,LSG,LSG,2,4,0,34,0,8.5,11,3,2,2,0
BWS0044,M004,TP0111,Krunal Pandya,GT v LSG,GT,LSG,LSG,2,4,0,17,1,4.25,12,1,0,0,0
BWS0045,M004,TP0104,Deepak Hooda,GT v LSG,GT,LSG,LSG,2,3,0,31,1,10.33,3,2,2,0,0
BWS0046,M005,TP0221,Bhuvneshwar Kumar,SRH v RR,SRH,RR,SRH,1,4,0,29,1,7.25,14,2,2,1,2
BWS0047,M005,TP0232,Romario Shepherd,SRH v RR,SRH,RR,SRH,1,4,0,33,1,8.25,12,3,2,1,0
BWS0048,M005,TP0238,Umran Malik,SRH v RR,SRH,RR,SRH,1,4,0,39,2,9.75,12,4,2,2,1
BWS0049,M005,TP0240,Washington Sundar,SRH v RR,SRH,RR,SRH,1,3,0,47,0,15.66,3,1,5,0,1
BWS0050,M005,TP0237,T Natarajan,SRH v RR,SRH,RR,SRH,1,4,0,43,2,10.75,8,5,2,2,0
BWS0051,M005,TP0219,Abhishek Sharma,SRH v RR,SRH,RR,SRH,1,1,0,15,0,15,1,1,1,0,0
BWS0052,M005,TP0193,Trent Boult,SRH v RR,SRH,RR,RR,2,4,1,23,2,5.75,16,2,1,3,0
BWS0053,M005,TP0185,Prasidh Krishna,SRH v RR,SRH,RR,RR,2,4,1,16,2,4,16,1,1,0,0
BWS0054,M005,TP0182,Nathan Coulter-Nile,SRH v RR,SRH,RR,RR,2,3,0,48,0,16,4,5,3,1,1
BWS0055,M005,TP0186,R Ashwin,SRH v RR,SRH,RR,RR,2,4,0,21,0,5.25,8,1,0,0,0
BWS0056,M005,TP0195,Yuzvendra Chahal,SRH v RR,SRH,RR,RR,2,4,0,22,3,5.5,8,1,0,0,0
BWS0057,M005,TP0188,Riyan Parag,SRH v RR,SRH,RR,RR,2,1,0,14,0,14,0,1,1,0,0
BWS0058,M006,TP0200,David Willey,RCB v KKR,RCB,KKR,RCB,1,2,0,7,0,3.5,6,0,0,0,0
BWS0059,M006,TP0211,Mohammed Siraj,RCB v KKR,RCB,KKR,RCB,1,4,0,25,1,6.25,13,4,0,0,0
BWS0060,M006,TP0196,Akash Deep,RCB v KKR,RCB,KKR,RCB,1,3.5,0,45,3,11.73,10,5,3,0,1
BWS0061,M006,TP0217,Wanindu Hasaranga,RCB v KKR,RCB,KKR,RCB,1,4,0,20,4,5,15,0,2,0,0
BWS0062,M006,TP0205,Harshal Patel,RCB v KKR,RCB,KKR,RCB,1,4,2,11,2,2.75,19,2,0,0,0
BWS0063,M006,TP0212,Shahbaz Ahamad,RCB v KKR,RCB,KKR,RCB,1,1,0,16,0,16,2,0,2,1,0
BWS0064,M006,TP0097,Umesh Yadav,RCB v KKR,RCB,KKR,KKR,2,4,0,16,2,4,14,2,0,0,0
BWS0065,M006,TP0096,Tim Southee,RCB v KKR,RCB,KKR,KKR,2,4,0,20,3,5,16,2,0,2,0
BWS0066,M006,TP0079,Andre Russell,RCB v KKR,RCB,KKR,KKR,2,2.2,0,36,0,15.42,6,2,3,1,1
BWS0067,M006,TP0095,Sunil Narine,RCB v KKR,RCB,KKR,KKR,2,4,0,12,1,3,13,0,0,0,0
BWS0068,M006,TP0098,Varun Chakravarty,RCB v KKR,RCB,KKR,KKR,2,4,0,33,1,8.25,11,3,2,1,0
BWS0069,M006,TP0099,Venkatesh Iyer,RCB v KKR,RCB,KKR,KKR,2,1,0,10,0,10,2,2,0,0,0
BWS0070,M007,TP0102,Avesh Khan,LSG v CSK,LSG,CSK,LSG,1,4,0,38,2,9.5,12,5,2,0,0
BWS0071,M007,TP0105,Dushmanta Chameera,LSG v CSK,LSG,CSK,LSG,1,4,0,49,0,12.25,6,6,2,1,0
BWS0072,M007,TP0100,Andrew Tye,LSG v CSK,LSG,CSK,LSG,1,4,0,40,2,10,10,6,1,1,0
BWS0073,M007,TP0111,Krunal Pandya,LSG v CSK,LSG,CSK,LSG,1,3,0,36,0,12,3,3,2,1,0
BWS0074,M007,TP0115,Mark Wood,LSG v CSK,LSG,CSK,LSG,1,4,0,24,2,6,11,3,0,0,0
BWS0075,M007,TP0104,Deepak Hooda,LSG v CSK,LSG,CSK,LSG,1,1,0,12,0,12,2,1,1,0,0
BWS0076,M007,TP0014,Mukesh Choudhary,LSG v CSK,LSG,CSK,CSK,2,3.3,0,39,0,11.14,8,4,2,3,0
BWS0077,M007,TP0024,Tushar Deshpande,LSG v CSK,LSG,CSK,CSK,2,4,0,40,1,10,9,6,1,1,0
BWS0078,M007,TP0008,Dwayne Bravo,LSG v CSK,LSG,CSK,CSK,2,4,0,35,1,8.75,6,2,1,3,0
BWS0079,M007,TP0018,Ravindra Jadeja,LSG v CSK,LSG,CSK,CSK,2,2,0,21,0,10.5,3,2,1,0,0
BWS0080,M007,TP0242,Moeen Ali,LSG v CSK,LSG,CSK,CSK,2,1,0,14,0,14,1,1,1,0,0
BWS0081,M007,TP0007,Dwaine Pretorius,LSG v CSK,LSG,CSK,CSK,2,4,0,31,2,7.75,9,1,1,3,0
BWS0082,M007,TP0021,Shivam Dube,LSG v CSK,LSG,CSK,CSK,2,1,0,25,0,25,0,2,2,2,0
BWS0083,M008,TP0097,Umesh Yadav,KKR v PK,KKR,PK,KKR,1,4,1,23,4,5.75,13,2,1,0,1
BWS0084,M008,TP0096,Tim Southee,KKR v PK,KKR,PK,KKR,1,4,0,36,2,9,14,5,2,0,1
BWS0085,M008,TP0093,Shivam Mavi,KKR v PK,KKR,PK,KKR,1,2,0,39,1,19.5,4,3,4,2,0
BWS0086,M008,TP0098,Varun Chakravarty,KKR v PK,KKR,PK,KKR,1,4,0,14,0,3.5,14,0,0,2,0
BWS0087,M008,TP0095,Sunil Narine,KKR v PK,KKR,PK,KKR,1,4,0,23,1,5.75,13,1,1,2,0
BWS0088,M008,TP0079,Andre Russell,KKR v PK,KKR,PK,KKR,1,0.2,0,0,1,0,2,0,0,0,0
BWS0089,M008,TP0147,Arshdeep Singh,KKR v PK,KKR,PK,PK,2,3,0,32,0,10.66,9,5,1,0,1
BWS0090,M008,TP0156,Kagiso Rabada,KKR v PK,KKR,PK,PK,2,3,0,23,1,7.66,8,3,0,1,0
BWS0091,M008,TP0160,Odean Smith,KKR v PK,KKR,PK,PK,2,2,0,39,1,19.5,4,3,4,0,1
BWS0092,M008,TP0163,Rahul Chahar,KKR v PK,KKR,PK,PK,2,4,1,13,2,3.25,13,0,0,1,0
BWS0093,M008,TP0152,Harpreet Brar,KKR v PK,KKR,PK,PK,2,2,0,20,0,10,4,0,2,1,0
BWS0094,M008,TP0157,Liam Livingstone,KKR v PK,KKR,PK,PK,2,0.3,0,13,0,26,0,0,2,0,0
BWS0095,M009,TP0129,Jasprit Bumrah,MI v RR,MI,RR,MI,1,4,0,17,3,4.25,16,3,0,0,0
BWS0096,M009,TP0124,Daniel Sams,MI v RR,MI,RR,MI,1,4,0,32,0,8,10,2,2,2,0
BWS0097,M009,TP0123,Basil Thampi,MI v RR,MI,RR,MI,1,1,0,26,0,26,1,2,3,0,0
BWS0098,M009,TP0135,Murugan Ashwin,MI v RR,MI,RR,MI,1,3,0,32,0,10.66,6,2,2,3,0
BWS0099,M009,TP0145,Tymal Mills,MI v RR,MI,RR,MI,1,4,0,35,3,8.75,10,3,2,0,0
BWS0100,M009,TP0132,Kieron Pollard,MI v RR,MI,RR,MI,1,4,0,46,1,11.5,5,5,2,1,0
BWS0101,M009,TP0193,Trent Boult,MI v RR,MI,RR,RR,2,4,0,29,1,7.25,11,3,1,1,0
BWS0102,M009,TP0185,Prasidh Krishna,MI v RR,MI,RR,RR,2,4,0,37,1,9.25,13,4,1,5,1
BWS0103,M009,TP0183,Navdeep Saini,MI v RR,MI,RR,RR,2,3,0,36,2,12,8,4,2,1,1
BWS0104,M009,TP0186,R Ashwin,MI v RR,MI,RR,RR,2,4,0,30,1,7.5,6,0,2,0,0
BWS0105,M009,TP0195,Yuzvendra Chahal,MI v RR,MI,RR,RR,2,4,0,26,2,6.5,11,2,1,1,0
BWS0106,M009,TP0188,Riyan Parag,MI v RR,MI,RR,RR,2,1,0,11,0,11,1,0,1,0,0
BWS0107,M010,TP0037,Mustafizur Rahman,GT v DC,GT,DC,DC,1,4,0,23,3,5.75,7,1,0,1,0
BWS0108,M010,TP0044,Shardul Thakur,GT v DC,GT,DC,DC,1,4,0,42,0,10.5,6,4,1,2,1
BWS0109,M010,TP0031,Khaleel Ahmed,GT v DC,GT,DC,DC,1,4,0,34,2,8.5,7,5,0,0,0
BWS0110,M010,TP0241,Axar Patel,GT v DC,GT,DC,DC,1,4,0,37,0,9.25,7,1,3,0,0
BWS0111,M010,TP0032,Kuldeep Yadav,GT v DC,GT,DC,DC,1,4,0,32,1,8,10,3,1,0,0
BWS0112,M010,TP0062,Mohammad Shami,GT v DC,GT,DC,GT,2,4,0,30,2,7.5,10,5,0,0,0
BWS0113,M010,TP0056,Hardik Pandya,GT v DC,GT,DC,GT,2,4,0,22,1,5.5,11,2,0,0,0
BWS0114,M010,TP0060,Lockie Ferguson,GT v DC,GT,DC,GT,2,4,0,28,4,7,12,5,0,1,0
BWS0115,M010,TP0067,Rashid Khan,GT v DC,GT,DC,GT,2,4,0,30,1,7.5,9,1,1,1,0
BWS0116,M010,TP0070,Varun Aaron,GT v DC,GT,DC,GT,2,1,0,7,0,7,2,1,0,0,0
BWS0117,M010,TP0071,Vijay Shankar,GT v DC,GT,DC,GT,2,1,0,14,0,14,2,3,0,1,0
BWS0118,M010,TP0066,Rahul Tewatia,GT v DC,GT,DC,GT,2,2,0,22,0,11,3,1,2,0,0
BWS0119,M011,TP0014,Mukesh Choudhary,CSK v PK,CSK,PK,CSK,1,4,0,52,1,13,11,5,4,3,0
BWS0120,M011,TP0004,Chris Jordan,CSK v PK,CSK,PK,CSK,1,4,0,23,2,5.75,12,0,1,1,0
BWS0121,M011,TP0008,Dwayne Bravo,CSK v PK,CSK,PK,CSK,1,3,0,32,1,10.66,8,3,2,2,0
BWS0122,M011,TP0018,Ravindra Jadeja,CSK v PK,CSK,PK,CSK,1,4,0,34,1,8.5,10,2,2,3,0
BWS0123,M011,TP0007,Dwaine Pretorius,CSK v PK,CSK,PK,CSK,1,4,0,30,2,7.5,11,2,1,4,0
BWS0124,M011,TP0242,Moeen Ali,CSK v PK,CSK,PK,CSK,1,1,0,8,0,8,3,0,1,0,0
BWS0125,M011,TP0169,Vaibhav Arora,CSK v PK,CSK,PK,PK,2,4,0,21,2,5.25,14,3,0,1,0
BWS0126,M011,TP0156,Kagiso Rabada,CSK v PK,CSK,PK,PK,2,3,0,28,1,9.33,11,2,2,0,2
BWS0127,M011,TP0147,Arshdeep Singh,CSK v PK,CSK,PK,PK,2,2,0,13,1,6.5,5,2,0,0,0
BWS0128,M011,TP0160,Odean Smith,CSK v PK,CSK,PK,PK,2,2,0,14,1,7,6,1,1,0,0
BWS0129,M011,TP0163,Rahul Chahar,CSK v PK,CSK,PK,PK,2,4,0,25,3,6.25,9,1,1,0,0
BWS0130,M011,TP0157,Liam Livingstone,CSK v PK,CSK,PK,PK,2,3,0,25,2,8.33,7,2,1,1,0
BWS0131,M012,TP0221,Bhuvneshwar Kumar,SRH v LSG,SRH,LSG,SRH,1,4,0,25,0,6.25,7,1,0,0,0
BWS0132,M012,TP0240,Washington Sundar,SRH v LSG,SRH,LSG,SRH,1,4,0,28,2,7,10,3,1,0,0
BWS0133,M012,TP0232,Romario Shepherd,SRH v LSG,SRH,LSG,SRH,1,4,0,42,2,10.5,10,3,3,1,0
BWS0134,M012,TP0238,Umran Malik,SRH v LSG,SRH,LSG,SRH,1,3,0,39,0,13,4,5,2,0,0
BWS0135,M012,TP0218,Abdul Samad,SRH v LSG,SRH,LSG,SRH,1,1,0,8,0,8,1,1,0,0,0
BWS0136,M012,TP0237,T Natarajan,SRH v LSG,SRH,LSG,SRH,1,4,0,26,2,6.5,6,1,0,0,0
BWS0137,M012,TP0107,Jason Holder,SRH v LSG,SRH,LSG,LSG,2,4,0,34,3,8.5,8,3,1,2,0
BWS0138,M012,TP0111,Krunal Pandya,SRH v LSG,SRH,LSG,LSG,2,4,0,27,2,6.75,8,0,2,0,0
BWS0139,M012,TP0102,Avesh Khan,SRH v LSG,SRH,LSG,LSG,2,4,0,24,4,6,15,2,1,1,0
BWS0140,M012,TP0100,Andrew Tye,SRH v LSG,SRH,LSG,LSG,2,4,0,39,0,9.75,6,5,1,1,0
BWS0141,M012,TP0115,Mark Wood,SRH v LSG,SRH,LSG,LSG,2,4,0,29,0,7.25,5,2,0,1,1
BWS0142,M013,TP0211,Mohammed Siraj,RR v RCB,RR,RCB,RCB,1,4,0,43,0,10.75,8,1,4,2,0
BWS0143,M013,TP0200,David Willey,RR v RCB,RR,RCB,RCB,1,4,0,29,1,7.25,8,2,1,0,0
BWS0144,M013,TP0196,Akash Deep,RR v RCB,RR,RCB,RCB,1,4,0,44,0,11,6,0,4,0,1
BWS0145,M013,TP0217,Wanindu Hasaranga,RR v RCB,RR,RCB,RCB,1,4,0,32,1,8,10,2,2,0,0
BWS0146,M013,TP0205,Harshal Patel,RR v RCB,RR,RCB,RCB,1,4,0,18,1,4.5,11,1,0,2,0
BWS0147,M013,TP0193,Trent Boult,RR v RCB,RR,RCB,RR,2,4,0,34,2,8.5,9,4,1,0,0
BWS0148,M013,TP0185,Prasidh Krishna,RR v RCB,RR,RCB,RR,2,4,0,40,0,10,9,6,1,2,0
BWS0149,M013,TP0186,R Ashwin,RR v RCB,RR,RCB,RR,2,4,0,39,0,9.75,10,5,1,3,1
BWS0150,M013,TP0195,Yuzvendra Chahal,RR v RCB,RR,RCB,RR,2,4,0,15,2,3.75,12,1,0,0,0
BWS0151,M013,TP0183,Navdeep Saini,RR v RCB,RR,RCB,RR,2,3,0,36,1,12,2,4,1,1,0
BWS0152,M013,TP0194,Yashasvi Jaiswal,RR v RCB,RR,RCB,RR,2,0.1,0,6,0,36,0,0,1,0,0
BWS0153,M014,TP0097,Umesh Yadav,KKR v MI,KKR,MI,KKR,1,4,0,25,1,6.25,12,2,1,0,0
BWS0154,M014,TP0089,Rasikh Dar,KKR v MI,KKR,MI,KKR,1,3,0,18,0,6,6,2,0,0,0
BWS0155,M014,TP0086,Pat Cummins,KKR v MI,KKR,MI,KKR,1,4,0,49,2,12.25,9,2,5,1,0
BWS0156,M014,TP0095,Sunil Narine,KKR v MI,KKR,MI,KKR,1,4,0,26,0,6.5,8,1,1,0,0
BWS0157,M014,TP0098,Varun Chakravarty,KKR v MI,KKR,MI,KKR,1,4,0,32,1,8,8,2,2,0,0
BWS0158,M014,TP0079,Andre Russell,KKR v MI,KKR,MI,KKR,1,1,0,9,0,9,3,2,0,0,0
BWS0159,M014,TP0123,Basil Thampi,KKR v MI,KKR,MI,MI,2,3,0,15,0,5,11,1,1,0,0
BWS0160,M014,TP0124,Daniel Sams,KKR v MI,KKR,MI,MI,2,3,0,50,1,16.66,4,4,4,0,1
BWS0161,M014,TP0129,Jasprit Bumrah,KKR v MI,KKR,MI,MI,2,3,0,26,0,8.66,7,3,1,0,0
BWS0162,M014,TP0145,Tymal Mills,KKR v MI,KKR,MI,MI,2,3,0,38,2,12.66,5,4,2,0,0
BWS0163,M014,TP0143,Tilak Varma,KKR v MI,KKR,MI,MI,2,1,0,6,0,6,3,1,0,0,0
BWS0164,M014,TP0135,Murugan Ashwin,KKR v MI,KKR,MI,MI,2,3,0,25,2,8.33,8,0,3,0,0
BWS0165,M015,TP0107,Jason Holder,LSG v DC,LSG,DC,LSG,1,4,0,30,0,7.5,8,1,1,3,0
BWS0166,M015,TP0108,K Gowtham,LSG v DC,LSG,DC,LSG,1,4,1,23,1,5.75,15,3,1,0,0
BWS0167,M015,TP0102,Avesh Khan,LSG v DC,LSG,DC,LSG,1,3,0,32,0,10.66,5,6,0,0,0
BWS0168,M015,TP0115,Mark Wood,LSG v DC,LSG,DC,LSG,1,4,0,22,2,5.5,12,3,0,0,0
BWS0169,M015,TP0100,Andrew Tye,LSG v DC,LSG,DC,LSG,1,3,0,28,0,9.33,8,2,2,1,0
